"Informazioni cronologiche","Mothertongue ","Second Language","You showed up an hour late for a dinner with your friends. ","You borrowed your father’s keys but you lost them. Your father needs them back.","You had just left the restaurant and you are checking the receipt, you noticed that you had paid less than you should have","You were supposed to go to a friend’s graduation party but forgot to do so because you had a job interview.","You accidentally run into the women’s toilet/men’s toilet while in a Pub.","You are eating an ice cream in a crowed place and it falls on a stranger's shoe","You had been invited to a dinner party and you forgot to take with you the bottle of wine that you have promised to bring ","You suggested an answer to a friend during an exam and you found out later that it was wrong"
"2019/12/04 3:05:26 AM CET","English","","2","4","1 (not severe)","2","2","4","4","2"
"2019/12/04 3:06:20 AM CET","English","","3 (somewhat severe)","4","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 3:06:28 AM CET","English","English","2","4","2","2","2","2","2","2"
"2019/12/04 3:06:57 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 3:07:50 AM CET","English","","4","4","3 (somewhat severe)","5 (severe)","2","2","3 (somewhat severe)","4"
"2019/12/04 3:08:00 AM CET","English","Other","4","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/04 3:08:15 AM CET","English","English","4","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","2","2"
"2019/12/04 3:09:18 AM CET","English","Other","1 (not severe)","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","4"
"2019/12/04 3:09:43 AM CET","English","Other","2","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/04 3:09:57 AM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","2","2","2","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 3:11:17 AM CET","English","Other","4","5 (severe)","3 (somewhat severe)","2","1 (not severe)","4","2","1 (not severe)"
"2019/12/04 3:11:20 AM CET","English","English","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","4","5 (severe)","4"
"2019/12/04 3:12:43 AM CET","English","Other","2","2","3 (somewhat severe)","4","2","2","2","2"
"2019/12/04 3:13:08 AM CET","English","Other","4","5 (severe)","4","2","1 (not severe)","2","2","4"
"2019/12/04 3:13:54 AM CET","English","Other","5 (severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 3:17:11 AM CET","English","Other","2","4","1 (not severe)","4","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2"
"2019/12/04 3:17:58 AM CET","English","Italian","4","5 (severe)","2","2","1 (not severe)","2","3 (somewhat severe)","5 (severe)"
"2019/12/04 3:19:39 AM CET","English","English","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 3:21:30 AM CET","English","Other","4","5 (severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/04 3:22:21 AM CET","English","English","3 (somewhat severe)","4","1 (not severe)","1 (not severe)","2","2","2","1 (not severe)"
"2019/12/04 3:23:09 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","4","3 (somewhat severe)","2","4","3 (somewhat severe)","2"
"2019/12/04 3:24:22 AM CET","English","Other","4","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","2","4"
"2019/12/04 3:24:37 AM CET","Other","English","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 3:26:17 AM CET","English","Other","3 (somewhat severe)","4","3 (somewhat severe)","5 (severe)","1 (not severe)","2","2","2"
"2019/12/04 3:26:21 AM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","2","2","3 (somewhat severe)","4","1 (not severe)"
"2019/12/04 3:28:48 AM CET","English","","1 (not severe)","5 (severe)","4","1 (not severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/04 3:29:36 AM CET","English","English","1 (not severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 3:29:55 AM CET","English","Other","3 (somewhat severe)","4","1 (not severe)","3 (somewhat severe)","1 (not severe)","2","2","4"
"2019/12/04 3:32:16 AM CET","English","English","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","4","3 (somewhat severe)","1 (not severe)"
"2019/12/04 3:35:13 AM CET","English","English","4","4","3 (somewhat severe)","2","2","3 (somewhat severe)","2","2"
"2019/12/04 3:35:39 AM CET","English","English","4","3 (somewhat severe)","2","2","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 3:37:04 AM CET","English","English","4","4","3 (somewhat severe)","2","2","2","1 (not severe)","1 (not severe)"
"2019/12/04 3:37:25 AM CET","English","","4","4","5 (severe)","3 (somewhat severe)","2","2","3 (somewhat severe)","2"
"2019/12/04 3:39:51 AM CET","English","","5 (severe)","3 (somewhat severe)","2","4","2","3 (somewhat severe)","2","1 (not severe)"
"2019/12/04 3:40:24 AM CET","English","Other","4","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","4","2","1 (not severe)"
"2019/12/04 3:42:24 AM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","5 (severe)","2","3 (somewhat severe)","4","5 (severe)"
"2019/12/04 3:53:43 AM CET","English","Other","5 (severe)","3 (somewhat severe)","2","1 (not severe)","4","2","3 (somewhat severe)","4"
"2019/12/04 3:56:24 AM CET","English","Other","4","5 (severe)","2","1 (not severe)","3 (somewhat severe)","4","4","2"
"2019/12/04 4:00:42 AM CET","English","","4","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 4:08:13 AM CET","English","Other","4","5 (severe)","2","2","1 (not severe)","2","3 (somewhat severe)","4"
"2019/12/04 4:10:34 AM CET","English","Other","4","2","5 (severe)","5 (severe)","5 (severe)","5 (severe)","4","5 (severe)"
"2019/12/04 4:14:49 AM CET","English","Other","4","4","3 (somewhat severe)","2","2","2","2","2"
"2019/12/04 4:15:02 AM CET","English","Other","4","","2","4","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 4:19:21 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","2","1 (not severe)","1 (not severe)"
"2019/12/04 4:21:52 AM CET","English","English","3 (somewhat severe)","4","2","2","2","2","2","2"
"2019/12/04 4:23:28 AM CET","English","","4","3 (somewhat severe)","1 (not severe)","4","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/04 4:23:37 AM CET","English","Italian","3 (somewhat severe)","4","2","2","2","1 (not severe)","1 (not severe)","2"
"2019/12/04 4:37:15 AM CET","English","Other","3 (somewhat severe)","4","4","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/04 4:42:35 AM CET","English","Other","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 4:46:02 AM CET","English","Other","2","4","2","3 (somewhat severe)","4","5 (severe)","4","1 (not severe)"
"2019/12/04 4:51:08 AM CET","Other","English","3 (somewhat severe)","2","5 (severe)","1 (not severe)","3 (somewhat severe)","4","3 (somewhat severe)","2"
"2019/12/04 4:57:21 AM CET","English","Other","3 (somewhat severe)","5 (severe)","5 (severe)","4","2","2","3 (somewhat severe)","1 (not severe)"
"2019/12/04 4:59:06 AM CET","English","Other","4","5 (severe)","2","2","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/04 5:00:15 AM CET","English","English","5 (severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","2","1 (not severe)","2"
"2019/12/04 5:01:15 AM CET","English","Other","3 (somewhat severe)","4","2","3 (somewhat severe)","2","3 (somewhat severe)","2","2"
"2019/12/04 5:01:24 AM CET","English","Other","2","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/04 5:02:22 AM CET","English","Other","4","5 (severe)","2","3 (somewhat severe)","1 (not severe)","2","4","1 (not severe)"
"2019/12/04 5:03:23 AM CET","English","Other","3 (somewhat severe)","5 (severe)","1 (not severe)","2","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 5:06:01 AM CET","English","Italian","3 (somewhat severe)","4","1 (not severe)","2","2","2","2","2"
"2019/12/04 5:09:30 AM CET","English","Other","4","2","1 (not severe)","1 (not severe)","2","1 (not severe)","2","1 (not severe)"
"2019/12/04 5:11:23 AM CET","English","","2","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","1 (not severe)","2","3 (somewhat severe)"
"2019/12/04 5:13:30 AM CET","English","Other","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","2","2","2","2","1 (not severe)"
"2019/12/04 5:16:17 AM CET","English","","2","3 (somewhat severe)","2","3 (somewhat severe)","2","2","2","3 (somewhat severe)"
"2019/12/04 5:20:14 AM CET","English","","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)","4","4"
"2019/12/04 5:22:33 AM CET","English","English","4","4","3 (somewhat severe)","2","4","4","2","3 (somewhat severe)"
"2019/12/04 5:27:48 AM CET","English","Other","4","5 (severe)","4","3 (somewhat severe)","3 (somewhat severe)","2","4","1 (not severe)"
"2019/12/04 5:37:59 AM CET","Other","English","4","5 (severe)","5 (severe)","3 (somewhat severe)","2","3 (somewhat severe)","4","5 (severe)"
"2019/12/04 5:38:29 AM CET","English","English","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 5:41:55 AM CET","Italian","English","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","2"
"2019/12/04 6:06:17 AM CET","English","","3 (somewhat severe)","4","1 (not severe)","3 (somewhat severe)","1 (not severe)","4","2","5 (severe)"
"2019/12/04 6:07:19 AM CET","English","Other","5 (severe)","4","1 (not severe)","5 (severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/04 6:15:49 AM CET","Other","English","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/04 6:20:32 AM CET","English","English","4","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","4","2","2"
"2019/12/04 6:24:53 AM CET","English","Other","4","4","1 (not severe)","2","3 (somewhat severe)","4","3 (somewhat severe)","2"
"2019/12/04 6:25:11 AM CET","English","Other","5 (severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/04 6:29:13 AM CET","English","Other","4","4","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","1 (not severe)"
"2019/12/04 6:32:18 AM CET","English","","3 (somewhat severe)","4","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 6:33:23 AM CET","English","Other","3 (somewhat severe)","4","2","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","2"
"2019/12/04 6:44:04 AM CET","English","Other","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 7:04:12 AM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","4","5 (severe)","2","3 (somewhat severe)","5 (severe)"
"2019/12/04 7:11:13 AM CET","English","","4","5 (severe)","5 (severe)","3 (somewhat severe)","1 (not severe)","2","1 (not severe)","2"
"2019/12/04 7:25:19 AM CET","English","","1 (not severe)","4","2","1 (not severe)","3 (somewhat severe)","2","2","1 (not severe)"
"2019/12/04 7:28:59 AM CET","English","","4","4","1 (not severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/04 7:30:12 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/04 7:38:38 AM CET","Italian","Other","3 (somewhat severe)","4","1 (not severe)","4","3 (somewhat severe)","2","2","3 (somewhat severe)"
"2019/12/04 7:47:04 AM CET","English","Other","3 (somewhat severe)","4","2","2","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/04 7:52:55 AM CET","English","Other","3 (somewhat severe)","4","2","1 (not severe)","2","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/04 8:03:30 AM CET","English","Other","4","3 (somewhat severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 8:19:14 AM CET","English","Other","4","5 (severe)","2","4","3 (somewhat severe)","4","3 (somewhat severe)","2"
"2019/12/04 8:29:37 AM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","4","1 (not severe)","2","1 (not severe)","2"
"2019/12/04 8:41:51 AM CET","English","English","4","4","4","3 (somewhat severe)","2","1 (not severe)","4","3 (somewhat severe)"
"2019/12/04 8:42:53 AM CET","Italian","English","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","4","2","3 (somewhat severe)"
"2019/12/04 8:45:31 AM CET","English","English","4","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/04 8:56:02 AM CET","English","English","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 8:56:36 AM CET","English","Other","5 (severe)","5 (severe)","1 (not severe)","3 (somewhat severe)","1 (not severe)","3 (somewhat severe)","2","1 (not severe)"
"2019/12/04 9:15:59 AM CET","Other","Other","3 (somewhat severe)","4","2","1 (not severe)","2","3 (somewhat severe)","2","1 (not severe)"
"2019/12/04 9:35:48 AM CET","English","English","2","5 (severe)","3 (somewhat severe)","1 (not severe)","2","2","2","4"
"2019/12/04 9:42:58 AM CET","English","Other","3 (somewhat severe)","4","5 (severe)","3 (somewhat severe)","2","2","5 (severe)","3 (somewhat severe)"
"2019/12/04 9:46:58 AM CET","English","","3 (somewhat severe)","4","1 (not severe)","2","2","1 (not severe)","1 (not severe)","1 (not severe)"
"2019/12/04 9:56:00 AM CET","Italian","English","","5 (severe)","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 10:01:10 AM CET","Italian","English","5 (severe)","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 10:08:50 AM CET","Italian","English","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","2","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 10:48:35 AM CET","Other","English","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 11:30:26 AM CET","English","","4","5 (severe)","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","4","3 (somewhat severe)","5 (severe)"
"2019/12/04 11:33:45 AM CET","English","Other","3 (somewhat severe)","5 (severe)","5 (severe)","4","4","5 (severe)","4","4"
"2019/12/04 11:50:47 AM CET","English","English","4","4","4","1 (not severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)"
"2019/12/04 11:59:16 AM CET","Italian","English","2","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)","4","2"
"2019/12/04 12:05:58 PM CET","English","Other","5 (severe)","5 (severe)","3 (somewhat severe)","2","2","3 (somewhat severe)","5 (severe)","4"
"2019/12/04 12:25:11 PM CET","English","Other","3 (somewhat severe)","5 (severe)","2","2","5 (severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)"
"2019/12/04 12:40:40 PM CET","English","English","2","4","3 (somewhat severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","3 (somewhat severe)"
"2019/12/04 12:42:48 PM CET","Italian","English","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","1 (not severe)","2","2","1 (not severe)"
"2019/12/04 12:52:47 PM CET","English","Other","4","3 (somewhat severe)","2","5 (severe)","1 (not severe)","1 (not severe)","2","2"
"2019/12/04 12:56:59 PM CET","English","Other","4","4","3 (somewhat severe)","2","1 (not severe)","3 (somewhat severe)","2","2"
"2019/12/04 1:21:30 PM CET","English","Other","4","2","2","4","2","3 (somewhat severe)","3 (somewhat severe)","2"
"2019/12/04 1:37:39 PM CET","English","","3 (somewhat severe)","3 (somewhat severe)","2","3 (somewhat severe)","1 (not severe)","2","2","3 (somewhat severe)"
"2019/12/04 2:27:32 PM CET","English","Other","4","4","2","3 (somewhat severe)","3 (somewhat severe)","4","2","1 (not severe)"
"2019/12/04 2:45:22 PM CET","English","Other","3 (somewhat severe)","3 (somewhat severe)","3 (somewhat severe)","2","2","1 (not severe)","2","3 (somewhat severe)"
"2019/12/04 2:48:04 PM CET","Other","English","3 (somewhat severe)","4","2","1 (not severe)","2","5 (severe)","2","3 (somewhat severe)"
"2019/12/04 3:05:23 PM CET","English","Other","5 (severe)","5 (severe)","2","5 (severe)","3 (somewhat severe)","2","2","1 (not severe)"
"2019/12/04 3:43:36 PM CET","English","","2","3 (somewhat severe)","2","2","1 (not severe)","2","2","2"
"2019/12/04 3:48:31 PM CET","Italian","English","3 (somewhat severe)","4","3 (somewhat severe)","2","1 (not severe)","2","4","2"
"2019/12/04 3:50:21 PM CET","English","Other","4","5 (severe)","4","4","4","4","4","4"
"2019/12/04 4:46:14 PM CET","English","Other","4","3 (somewhat severe)","3 (somewhat severe)","5 (severe)","3 (somewhat severe)","2","2","2"
"2019/12/04 4:53:07 PM CET","English","Other","4","4","4","3 (somewhat severe)","1 (not severe)","2","3 (somewhat severe)","2"
"2019/12/04 5:02:11 PM CET","English","","1 (not severe)","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","3 (somewhat severe)","2","3 (somewhat severe)"
"2019/12/04 5:12:20 PM CET","English","Other","4","5 (severe)","1 (not severe)","2","1 (not severe)","2","2","2"
"2019/12/04 5:20:29 PM CET","Italian","English","3 (somewhat severe)","2","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)","1 (not severe)"
